ID,Title,Categories,_job_whatsapp,_cnpj_rede_lojas,geolocation_city,geolocation_state_long,geolocation_formatted_address,_job_custom_email,cep
5696,"Drogaria Araujo &#8211; Padre Eustáquio","Farmácias e drogarias",30.720-100,17.256.512/0262-63,"Belo Horizonte","Minas Gerais","Padre Eustáquio, Belo Horizonte, MG, Brasil",clarice.aroeira@araujo.com.br,
5695,"Drogaria Araujo &#8211; Trevo Nova Lima","Farmácias e drogarias",34.000-000,17.256.512/0283-98,"Serra Dourada",Bahia,"Rua da Passagem, 45, Serra Dourada - BA, 47740-000, Brasil",clarice.aroeira@araujo.com.br,
5694,"Drogaria Araujo &#8211; Buritis","Farmácias e drogarias",30.455-640,017.256.512/0194-88,"Belo Horizonte","Minas Gerais","Rua José Rodrigues Pereira, 1226, Buritis, Belo Horizonte - MG, 30455-640, Brasil",clarice.aroeira@araujo.com.br,
5693,"Drogaria Araujo &#8211; Espírito Santo","Farmácias e drogarias",30.160-030,017.256.512/0027-55,"Belo Horizonte","Minas Gerais","Rua Espírito Santo, 437, Centro, Belo Horizonte - MG, 30160-031, Brasil",clarice.aroeira@araujo.com.br,
5692,"Drogaria Araujo &#8211; Antônio Carlos","Farmácias e drogarias",31.270-380,017.256.512/0019-45,"Belo Horizonte","Minas Gerais","Avenida Presidente Antônio Carlos, 7920, São Luíz, Belo Horizonte - MG, 31270-672, Brasil",clarice.aroeira@araujo.com.br,
5691,"Drogaria Araujo &#8211; Sto Agostinho","Farmácias e drogarias",30.190-120,017.256.512/0024-02,"Belo Horizonte","Minas Gerais","Rua Rodrigues Caldas, 430, Santo Agostinho, Belo Horizonte - MG, 30190-120, Brasil",clarice.aroeira@araujo.com.br,
5690,"Drogaria Araujo &#8211; Ouro Preto","Farmácias e drogarias",31.310-240,017.256.512/0023-21,"Belo Horizonte","Minas Gerais","Rua Conceição do Mato Dentro, 308, São Luíz, Belo Horizonte - MG, 31310-240, Brasil",clarice.aroeira@araujo.com.br,
5689,"Drogaria Araujo &#8211; Cidade Nova","Farmácias e drogarias",31.170-330,017.256.512/0020-89,"Belo Horizonte","Minas Gerais","Rua Coronel Pedro Paulo Penido, 128, Cidade Nova, Belo Horizonte - MG, 31170-330, Brasil",clarice.aroeira@araujo.com.br,
5688,"Drogaria Araujo &#8211; Américo Vespúcio","Farmácias e drogarias",31.230-250,017.256.512/0022-40,Pudahuel,"Región Metropolitana de Santiago","Avenida Américo Vespucio 1271, 9020000 Pudahuel, Región Metropolitana de Santiago, Chile",clarice.aroeira@araujo.com.br,
5687,"Drogaria Araujo &#8211; Sion","Farmácias e drogarias",30.310-300,017.256.512/0018-64,"Belo Horizonte","Minas Gerais","Avenida Uruguai, 752, Sion, Belo Horizonte - MG, 30310-300, Brasil",clarice.aroeira@araujo.com.br,
5686,"Drogaria Araujo &#8211; Minas Shopping","Farmácias e drogarias",31.910-810,017.256.512/0021-60,"Belo Horizonte","Minas Gerais","Avenida Cristiano Machado, 4000, União, Belo Horizonte - MG, 31160-342, Brasil",clarice.aroeira@araujo.com.br,
5685,"Drogaria Araujo &#8211; Gutierrez","Farmácias e drogarias",30.430-110,017.256.512/0066-61,"Belo Horizonte","Minas Gerais","Rua André Cavalcanti, 222, Gutierrez, Belo Horizonte - MG, 30441-014, Brasil",clarice.aroeira@araujo.com.br,
5684,"Drogaria Araujo &#8211; Venda Nova","Farmácias e drogarias",31.510-000,17.256.512/0266-97,"Belo Horizonte","Minas Gerais","Rua Padre Pedro Pinto, 824, Venda Nova, Belo Horizonte - MG, 31610-000, Brasil",clarice.aroeira@araujo.com.br,
5683,"Drogaria Araujo &#8211; Eldorado","Farmácias e drogarias",32.310-000,017.256.512/0015-11,Vilhena,Rondônia,"Avenida Afonso Juca de Oliveira, 11, Jardim Eldorado, Vilhena - RO, 76980-000, Brasil",clarice.aroeira@araujo.com.br,
5682,"Drogaria Araujo &#8211; Prudente de Morais","Farmácias e drogarias",30.380-000,017.256.512/0014-30,"Belo Horizonte","Minas Gerais","Avenida Prudente de Morais, Cidade Jardim, Belo Horizonte - MG, 30380-002, Brasil",clarice.aroeira@araujo.com.br,
5681,"Drogaria Araujo &#8211; Barreiro","Farmácias e drogarias",30.640-080,017.256.512/0026-74,"Belo Horizonte","Minas Gerais","Avenida Visconde de Ibituruna, 235, Barreiro, Belo Horizonte - MG, 30640-080, Brasil",clarice.aroeira@araujo.com.br,
5680,"Drogaria Araujo &#8211; Savassi","Farmácias e drogarias",32.150-340,17.256.512/0282-07,"Belo Horizonte","Minas Gerais","Avenida do Contorno, Funcionários, Belo Horizonte - MG, 30110-022, Brasil",clarice.aroeira@araujo.com.br,
5679,"Drogaria Araujo &#8211; Ceasa","Farmácias e drogarias",32.150-340,017.256.512/0010-07,"Juazeiro do Norte",Ceará,"Avenida Guanabara, 40, Pirajá, Juazeiro do Norte - CE, 63031-400, Brasil",clarice.aroeira@araujo.com.br,
5678,"Drogaria Araujo &#8211; Maurício Araujo","Farmácias e drogarias",30.180-110,017.256.512/0172-72,"Belo Horizonte","Minas Gerais","Avenida Olegário Maciel, 158, Centro, Belo Horizonte - MG, 30180-110, Brasil",clarice.aroeira@araujo.com.br,
5677,"Drogaria Araujo &#8211; Avenida","Farmácias e drogarias",30.130-007,017.256.512/0025-93,"Belo Horizonte","Minas Gerais","Avenida Afonso Pena, 2701, Funcionários, Belo Horizonte - MG, 30130-011, Brasil",clarice.aroeira@araujo.com.br,
5676,"Drogaria Araujo &#8211; Cassão","Farmácias e drogarias",30.160-010,017.256.512/0005-40,"Belo Horizonte","Minas Gerais","Rua da Bahia, 1070, Centro, Belo Horizonte - MG, 30160-011, Brasil",clarice.aroeira@araujo.com.br,
5675,"Drogaria Araujo &#8211; Mercado","Farmácias e drogarias",30.190-000,017.256.512/0003-88,"Belo Horizonte","Minas Gerais","Avenida Augusto de Lima, 744, Centro, Belo Horizonte - MG, 30190-001, Brasil",clarice.aroeira@araujo.com.br,
5674,"Drogaria Araujo &#8211; Ibate","Farmácias e drogarias",30.170-121,017.256.512/0002-05,"Belo Horizonte","Minas Gerais","Rua Curitiba, 729, Centro, Belo Horizonte - MG, 30170-124, Brasil",clarice.aroeira@araujo.com.br,
